origen,destino,salida_utc,llegada_utc,capacidad,asignado,residual
"OOMS","OAKB","2025-09-17T02:58:00Z","2025-09-17T06:00:00Z",360,0,360
"SEQM","SVMI","2025-09-17T02:50:00Z","2025-09-17T06:00:00Z",320,0,320
"SGAS","SLLP","2025-09-17T03:06:00Z","2025-09-17T06:00:00Z",320,0,320
"UMMS","SBBR","2025-09-16T15:59:00Z","2025-09-17T06:01:00Z",340,0,340
"EBCI","LDZA","2025-09-17T03:43:00Z","2025-09-17T06:02:00Z",340,0,340
"EKCH","OERK","2025-09-16T23:28:00Z","2025-09-17T06:02:00Z",340,0,340
"OJAI","EHAM","2025-09-17T00:43:00Z","2025-09-17T06:02:00Z",360,0,360
"EDDI","LDZA","2025-09-17T03:03:00Z","2025-09-17T06:04:00Z",360,0,360
"OERK","LATI","2025-09-17T01:08:00Z","2025-09-17T06:04:00Z",300,0,300
"SABE","LKPR","2025-09-16T14:21:00Z","2025-09-17T06:04:00Z",340,0,340
"SGAS","UBBB","2025-09-16T12:31:00Z","2025-09-17T06:04:00Z",340,0,340
"EHAM","OMDB","2025-09-16T22:32:00Z","2025-09-17T06:05:00Z",340,0,340
"EBCI","OSDI","2025-09-17T00:03:00Z","2025-09-17T06:06:00Z",320,0,320
"LKPR","SPIM","2025-09-16T15:09:00Z","2025-09-17T06:06:00Z",300,0,300
"LOWW","SABE","2025-09-16T14:23:00Z","2025-09-17T06:06:00Z",320,0,320
"LBSF","OMDB","2025-09-17T00:44:00Z","2025-09-17T06:07:00Z",340,0,340
"SVMI","OSDI","2025-09-16T15:55:00Z","2025-09-17T06:07:00Z",340,0,340
"LBSF","SPIM","2025-09-16T14:24:00Z","2025-09-17T06:08:00Z",320,0,320
"OYSN","SVMI","2025-09-16T14:16:00Z","2025-09-17T06:08:00Z",320,0,320
"SGAS","OERK","2025-09-16T13:37:00Z","2025-09-17T06:08:00Z",340,0,340
"SUAA","SGAS","2025-09-17T03:55:00Z","2025-09-17T06:10:00Z",340,0,340
"LATI","OYSN","2025-09-17T00:28:00Z","2025-09-17T06:12:00Z",300,0,300
"SLLP","SPIM","2025-09-17T03:52:00Z","2025-09-17T06:12:00Z",340,0,340
"EHAM","SGAS","2025-09-16T15:08:00Z","2025-09-17T06:13:00Z",340,0,340
"LBSF","SKBO","2025-09-16T16:17:00Z","2025-09-17T06:13:00Z",300,0,300
"VIDP","OERK","2025-09-17T01:18:00Z","2025-09-17T06:13:00Z",360,0,360
"SGAS","EKCH","2025-09-16T15:22:00Z","2025-09-17T06:14:00Z",300,0,300
"SGAS","OSDI","2025-09-16T14:28:00Z","2025-09-17T06:14:00Z",340,0,340
"EBCI","OAKB","2025-09-16T22:23:00Z","2025-09-17T06:15:00Z",360,0,360
"SEQM","EDDI","2025-09-16T16:35:00Z","2025-09-17T06:15:00Z",340,0,340
"SEQM","OJAI","2025-09-16T13:57:00Z","2025-09-17T06:16:00Z",340,0,340
"UBBB","OPKC","2025-09-17T01:16:00Z","2025-09-17T06:16:00Z",340,0,340
"EDDI","OPKC","2025-09-16T22:23:00Z","2025-09-17T06:17:00Z",340,0,340
"LOWW","LKPR","2025-09-17T04:57:00Z","2025-09-17T06:17:00Z",300,0,300
"OJAI","SUAA","2025-09-16T13:16:00Z","2025-09-17T06:18:00Z",360,0,360
"UMMS","LOWW","2025-09-17T03:02:00Z","2025-09-17T06:18:00Z",340,0,340
"UMMS","LKPR","2025-09-17T03:02:00Z","2025-09-17T06:19:00Z",340,0,340
"OMDB","EKCH","2025-09-16T22:17:00Z","2025-09-17T06:21:00Z",300,0,300
"SUAA","LATI","2025-09-16T14:08:00Z","2025-09-17T06:22:00Z",340,0,340
"LOWW","SEQM","2025-09-16T16:26:00Z","2025-09-17T06:23:00Z",320,0,320
"UBBB","OMDB","2025-09-17T02:13:00Z","2025-09-17T06:23:00Z",360,0,360
"OERK","SLLP","2025-09-16T12:54:00Z","2025-09-17T06:24:00Z",320,0,320
"OOMS","SCEL","2025-09-16T10:44:00Z","2025-09-17T06:24:00Z",320,0,320
"SVMI","SGAS","2025-09-16T23:22:00Z","2025-09-17T06:24:00Z",320,0,320
"UMMS","SGAS","2025-09-16T14:27:00Z","2025-09-17T06:24:00Z",340,0,340
"OPKC","VIDP","2025-09-17T03:03:00Z","2025-09-17T06:25:00Z",340,0,340
"SKBO","LDZA","2025-09-16T16:14:00Z","2025-09-17T06:25:00Z",300,0,300
"EKCH","SVMI","2025-09-16T18:57:00Z","2025-09-17T06:26:00Z",340,0,340
"OPKC","EHAM","2025-09-16T21:46:00Z","2025-09-17T06:26:00Z",300,0,300
"UMMS","LATI","2025-09-17T03:34:00Z","2025-09-17T06:26:00Z",320,0,320
"VIDP","SEQM","2025-09-16T08:25:00Z","2025-09-17T06:26:00Z",360,0,360
"LKPR","SBBR","2025-09-16T17:41:00Z","2025-09-17T06:27:00Z",320,0,320
"SBBR","LKPR","2025-09-16T17:41:00Z","2025-09-17T06:27:00Z",300,0,300
"SKBO","SLLP","2025-09-17T02:33:00Z","2025-09-17T06:28:00Z",360,0,360
"OERK","SABE","2025-09-16T13:30:00Z","2025-09-17T06:29:00Z",360,0,360
"SPIM","VIDP","2025-09-16T07:23:00Z","2025-09-17T06:29:00Z",360,0,360
"LKPR","LOWW","2025-09-17T04:11:00Z","2025-09-17T06:31:00Z",360,0,360
"LOWW","OOMS","2025-09-16T23:43:00Z","2025-09-17T06:32:00Z",320,0,320
"SBBR","SKBO","2025-09-17T00:57:00Z","2025-09-17T06:32:00Z",360,0,360
"UBBB","SUAA","2025-09-16T11:26:00Z","2025-09-17T06:32:00Z",300,0,300
"OMDB","SABE","2025-09-16T11:30:00Z","2025-09-17T06:34:00Z",340,0,340
"SPIM","LBSF","2025-09-16T14:51:00Z","2025-09-17T06:35:00Z",340,0,340
"UMMS","LDZA","2025-09-17T03:02:00Z","2025-09-17T06:35:00Z",320,0,320
"UMMS","UBBB","2025-09-17T02:49:00Z","2025-09-17T06:35:00Z",340,0,340
"OAKB","SPIM","2025-09-16T09:44:00Z","2025-09-17T06:36:00Z",340,0,340
"SGAS","UMMS","2025-09-16T14:39:00Z","2025-09-17T06:36:00Z",320,0,320
"SABE","VIDP","2025-09-16T09:52:00Z","2025-09-17T06:37:00Z",300,0,300
"SEQM","LDZA","2025-09-16T16:38:00Z","2025-09-17T06:37:00Z",340,0,340
"OAKB","SABE","2025-09-16T09:33:00Z","2025-09-17T06:39:00Z",320,0,320
"OERK","LBSF","2025-09-17T01:59:00Z","2025-09-17T06:39:00Z",340,0,340
"OPKC","UBBB","2025-09-17T01:39:00Z","2025-09-17T06:39:00Z",300,0,300
"VIDP","SABE","2025-09-16T09:54:00Z","2025-09-17T06:39:00Z",300,0,300
"EDDI","SKBO","2025-09-16T17:47:00Z","2025-09-17T06:40:00Z",340,0,340
"OPKC","SABE","2025-09-16T10:17:00Z","2025-09-17T06:40:00Z",360,0,360
"EBCI","OOMS","2025-09-16T22:44:00Z","2025-09-17T06:41:00Z",360,0,360
"LKPR","SABE","2025-09-16T14:58:00Z","2025-09-17T06:41:00Z",320,0,320
"OSDI","LOWW","2025-09-17T02:43:00Z","2025-09-17T06:41:00Z",300,0,300
"SLLP","OOMS","2025-09-16T10:40:00Z","2025-09-17T06:41:00Z",300,0,300
"SVMI","LATI","2025-09-16T17:32:00Z","2025-09-17T06:41:00Z",320,0,320
"OAKB","LBSF","2025-09-16T23:35:00Z","2025-09-17T06:42:00Z",320,0,320
"VIDP","EKCH","2025-09-16T21:18:00Z","2025-09-17T06:44:00Z",300,0,300
"LDZA","SUAA","2025-09-16T14:26:00Z","2025-09-17T06:45:00Z",360,0,360
"OJAI","LBSF","2025-09-17T02:43:00Z","2025-09-17T06:45:00Z",360,0,360
"SUAA","EBCI","2025-09-16T15:52:00Z","2025-09-17T06:45:00Z",360,0,360
"EHAM","SCEL","2025-09-16T14:51:00Z","2025-09-17T06:46:00Z",360,0,360
"OYSN","SLLP","2025-09-16T12:43:00Z","2025-09-17T06:46:00Z",300,0,300
"OAKB","OYSN","2025-09-17T00:42:00Z","2025-09-17T06:49:00Z",320,0,320
"OPKC","OJAI","2025-09-17T00:45:00Z","2025-09-17T06:49:00Z",300,0,300
"UBBB","SCEL","2025-09-16T10:20:00Z","2025-09-17T06:49:00Z",300,0,300
"LATI","SUAA","2025-09-16T14:36:00Z","2025-09-17T06:50:00Z",300,0,300
"SEQM","OYSN","2025-09-16T12:58:00Z","2025-09-17T06:51:00Z",340,0,340
"LKPR","VIDP","2025-09-16T21:37:00Z","2025-09-17T06:52:00Z",340,0,340
"SKBO","OPKC","2025-09-16T10:17:00Z","2025-09-17T06:52:00Z",360,0,360
"OMDB","LOWW","2025-09-16T23:34:00Z","2025-09-17T06:55:00Z",300,0,300
"OPKC","LBSF","2025-09-16T23:16:00Z","2025-09-17T06:55:00Z",300,0,300
"SCEL","OERK","2025-09-16T11:36:00Z","2025-09-17T06:55:00Z",360,0,360
"SVMI","OJAI","2025-09-16T15:46:00Z","2025-09-17T06:56:00Z",300,0,300
"OSDI","SABE","2025-09-16T13:29:00Z","2025-09-17T06:58:00Z",320,0,320
"SEQM","OSDI","2025-09-16T13:36:00Z","2025-09-17T06:58:00Z",300,0,300
"SABE","OAKB","2025-09-16T09:53:00Z","2025-09-17T06:59:00Z",320,0,320
"SCEL","OMDB","2025-09-16T10:33:00Z","2025-09-17T06:59:00Z",320,0,320
"OMDB","SBBR","2025-09-16T15:03:00Z","2025-09-17T07:00:00Z",340,0,340
"SABE","OPKC","2025-09-16T11:37:00Z","2025-09-17T07:00:00Z",300,0,300
"SBBR","SLLP","2025-09-17T03:10:00Z","2025-09-17T07:00:00Z",360,0,360
"SEQM","OPKC","2025-09-16T10:38:00Z","2025-09-17T07:00:00Z",360,0,360
"SGAS","SCEL","2025-09-17T04:04:00Z","2025-09-17T07:00:00Z",360,0,360
"SVMI","LDZA","2025-09-16T19:12:00Z","2025-09-17T07:00:00Z",340,0,340
"SKBO","SPIM","2025-09-17T03:45:00Z","2025-09-17T07:01:00Z",340,0,340
"LDZA","OJAI","2025-09-17T03:11:00Z","2025-09-17T07:02:00Z",300,0,300
"LKPR","SVMI","2025-09-16T19:25:00Z","2025-09-17T07:02:00Z",300,0,300
"SCEL","OJAI","2025-09-16T13:34:00Z","2025-09-17T07:02:00Z",300,0,300
"EBCI","SGAS","2025-09-16T17:08:00Z","2025-09-17T07:03:00Z",300,0,300
"OAKB","LKPR","2025-09-17T00:04:00Z","2025-09-17T07:03:00Z",340,0,340
"SBBR","EKCH","2025-09-16T17:04:00Z","2025-09-17T07:04:00Z",320,0,320
"LKPR","OPKC","2025-09-16T23:20:00Z","2025-09-17T07:05:00Z",300,0,300
"LOWW","SBBR","2025-09-16T18:19:00Z","2025-09-17T07:05:00Z",320,0,320
"EKCH","LDZA","2025-09-17T04:40:00Z","2025-09-17T07:06:00Z",320,0,320
"EKCH","UBBB","2025-09-17T01:01:00Z","2025-09-17T07:06:00Z",300,0,300
"LOWW","SKBO","2025-09-16T17:56:00Z","2025-09-17T07:06:00Z",360,0,360
"LATI","LKPR","2025-09-17T04:46:00Z","2025-09-17T07:07:00Z",320,0,320
"OMDB","SPIM","2025-09-16T11:32:00Z","2025-09-17T07:07:00Z",320,0,320
"SLLP","LBSF","2025-09-16T15:57:00Z","2025-09-17T07:07:00Z",340,0,340
"OOMS","EDDI","2025-09-16T23:52:00Z","2025-09-17T07:08:00Z",300,0,300
"OJAI","SGAS","2025-09-16T15:35:00Z","2025-09-17T07:09:00Z",300,0,300
"OYSN","SBBR","2025-09-16T16:55:00Z","2025-09-17T07:10:00Z",360,0,360
"EKCH","SKBO","2025-09-16T18:23:00Z","2025-09-17T07:11:00Z",360,0,360
"SGAS","OJAI","2025-09-16T15:37:00Z","2025-09-17T07:11:00Z",360,0,360
"SLLP","SCEL","2025-09-17T03:48:00Z","2025-09-17T07:11:00Z",320,0,320
"OAKB","OJAI","2025-09-17T01:12:00Z","2025-09-17T07:12:00Z",340,0,340
"SPIM","LDZA","2025-09-16T15:11:00Z","2025-09-17T07:15:00Z",360,0,360
"VIDP","LDZA","2025-09-16T22:11:00Z","2025-09-17T07:15:00Z",320,0,320
"EKCH","OAKB","2025-09-16T23:06:00Z","2025-09-17T07:16:00Z",300,0,300
"OMDB","SGAS","2025-09-16T13:37:00Z","2025-09-17T07:16:00Z",360,0,360
"LATI","LDZA","2025-09-17T05:39:00Z","2025-09-17T07:17:00Z",360,0,360
"SKBO","OJAI","2025-09-16T15:44:00Z","2025-09-17T07:17:00Z",300,0,300
"LOWW","OMDB","2025-09-17T00:57:00Z","2025-09-17T07:18:00Z",340,0,340
"SLLP","OYSN","2025-09-16T13:15:00Z","2025-09-17T07:18:00Z",340,0,340
"SUAA","OJAI","2025-09-16T14:16:00Z","2025-09-17T07:18:00Z",300,0,300
"UMMS","SCEL","2025-09-16T13:28:00Z","2025-09-17T07:18:00Z",360,0,360
"OAKB","UBBB","2025-09-17T03:03:00Z","2025-09-17T07:19:00Z",340,0,340
"SUAA","VIDP","2025-09-16T10:47:00Z","2025-09-17T07:19:00Z",300,0,300
"SVMI","OMDB","2025-09-16T14:33:00Z","2025-09-17T07:19:00Z",320,0,320
"EBCI","OMDB","2025-09-16T23:51:00Z","2025-09-17T07:20:00Z",360,0,360
"EDDI","OOMS","2025-09-16T23:05:00Z","2025-09-17T07:21:00Z",300,0,300
"OPKC","OSDI","2025-09-17T02:22:00Z","2025-09-17T07:21:00Z",360,0,360
"OJAI","OYSN","2025-09-17T03:51:00Z","2025-09-17T07:22:00Z",340,0,340
"EBCI","LATI","2025-09-17T04:28:00Z","2025-09-17T07:23:00Z",340,0,340
"EHAM","UBBB","2025-09-17T01:42:00Z","2025-09-17T07:23:00Z",300,0,300
"OMDB","EBCI","2025-09-16T23:54:00Z","2025-09-17T07:23:00Z",320,0,320
"SBBR","OOMS","2025-09-16T14:06:00Z","2025-09-17T07:23:00Z",300,0,300
"SPIM","UMMS","2025-09-16T14:12:00Z","2025-09-17T07:23:00Z",320,0,320
"VIDP","LBSF","2025-09-16T23:01:00Z","2025-09-17T07:23:00Z",360,0,360
"SUAA","LBSF","2025-09-16T15:44:00Z","2025-09-17T07:24:00Z",340,0,340
"EBCI","UBBB","2025-09-17T01:45:00Z","2025-09-17T07:25:00Z",360,0,360
"LKPR","SGAS","2025-09-16T16:45:00Z","2025-09-17T07:25:00Z",300,0,300
"OPKC","LDZA","2025-09-16T23:59:00Z","2025-09-17T07:25:00Z",300,0,300
"VIDP","OYSN","2025-09-17T01:47:00Z","2025-09-17T07:25:00Z",340,0,340
"EKCH","SLLP","2025-09-16T16:48:00Z","2025-09-17T07:26:00Z",340,0,340
"LATI","SKBO","2025-09-16T17:54:00Z","2025-09-17T07:26:00Z",360,0,360
"SPIM","OYSN","2025-09-16T12:16:00Z","2025-09-17T07:26:00Z",300,0,300
"VIDP","UBBB","2025-09-17T02:55:00Z","2025-09-17T07:26:00Z",300,0,300
"LATI","SEQM","2025-09-16T16:08:00Z","2025-09-17T07:27:00Z",340,0,340
"OPKC","SUAA","2025-09-16T11:18:00Z","2025-09-17T07:27:00Z",340,0,340
"OYSN","UBBB","2025-09-17T02:53:00Z","2025-09-17T07:27:00Z",340,0,340
"VIDP","SCEL","2025-09-16T08:18:00Z","2025-09-17T07:27:00Z",360,0,360
"OSDI","SEQM","2025-09-16T14:06:00Z","2025-09-17T07:28:00Z",300,0,300
"SGAS","SKBO","2025-09-17T01:48:00Z","2025-09-17T07:28:00Z",340,0,340
"SLLP","LDZA","2025-09-16T16:53:00Z","2025-09-17T07:28:00Z",320,0,320
"EBCI","EHAM","2025-09-17T05:13:00Z","2025-09-17T07:29:00Z",340,0,340
"LATI","EKCH","2025-09-17T03:26:00Z","2025-09-17T07:29:00Z",340,0,340
"SKBO","SCEL","2025-09-17T00:18:00Z","2025-09-17T07:30:00Z",320,0,320
"SLLP","SABE","2025-09-17T03:42:00Z","2025-09-17T07:30:00Z",340,0,340
"LATI","UBBB","2025-09-17T02:14:00Z","2025-09-17T07:31:00Z",360,0,360
"SCEL","UMMS","2025-09-16T13:41:00Z","2025-09-17T07:31:00Z",360,0,360
"SVMI","SBBR","2025-09-17T01:09:00Z","2025-09-17T07:31:00Z",320,0,320
"UBBB","OOMS","2025-09-17T03:58:00Z","2025-09-17T07:31:00Z",360,0,360
"SVMI","SLLP","2025-09-17T02:55:00Z","2025-09-17T07:33:00Z",300,0,300
"OSDI","EBCI","2025-09-17T01:32:00Z","2025-09-17T07:35:00Z",320,0,320
"SPIM","EDDI","2025-09-16T16:41:00Z","2025-09-17T07:35:00Z",320,0,320
"SBBR","OAKB","2025-09-16T13:51:00Z","2025-09-17T07:36:00Z",300,0,300
"SCEL","LKPR","2025-09-16T14:04:00Z","2025-09-17T07:37:00Z",360,0,360
"SBBR","OERK","2025-09-16T16:50:00Z","2025-09-17T07:38:00Z",320,0,320
"SGAS","LKPR","2025-09-16T16:58:00Z","2025-09-17T07:38:00Z",360,0,360
"SKBO","EBCI","2025-09-16T18:33:00Z","2025-09-17T07:38:00Z",360,0,360
"LDZA","OMDB","2025-09-17T00:27:00Z","2025-09-17T07:39:00Z",300,0,300
"OERK","SVMI","2025-09-16T15:54:00Z","2025-09-17T07:39:00Z",320,0,320
"SGAS","OOMS","2025-09-16T13:42:00Z","2025-09-17T07:39:00Z",360,0,360
"UBBB","SEQM","2025-09-16T13:08:00Z","2025-09-17T07:39:00Z",340,0,340
"SEQM","UBBB","2025-09-16T13:09:00Z","2025-09-17T07:40:00Z",360,0,360
"SUAA","OOMS","2025-09-16T12:37:00Z","2025-09-17T07:40:00Z",320,0,320
"LOWW","UMMS","2025-09-17T04:25:00Z","2025-09-17T07:41:00Z",300,0,300
"SKBO","EDDI","2025-09-16T18:48:00Z","2025-09-17T07:41:00Z",320,0,320
"UMMS","EKCH","2025-09-17T04:21:00Z","2025-09-17T07:41:00Z",320,0,320
"LKPR","EBCI","2025-09-17T05:49:00Z","2025-09-17T07:42:00Z",300,0,300
"SEQM","OOMS","2025-09-16T11:19:00Z","2025-09-17T07:42:00Z",300,0,300
"VIDP","OOMS","2025-09-17T03:14:00Z","2025-09-17T07:43:00Z",340,0,340
"OSDI","OPKC","2025-09-17T02:45:00Z","2025-09-17T07:44:00Z",300,0,300
"SPIM","SGAS","2025-09-17T02:32:00Z","2025-09-17T07:44:00Z",360,0,360
"SUAA","LDZA","2025-09-16T15:25:00Z","2025-09-17T07:44:00Z",340,0,340
"UMMS","VIDP","2025-09-16T23:39:00Z","2025-09-17T07:45:00Z",340,0,340
"SGAS","SBBR","2025-09-17T04:51:00Z","2025-09-17T07:46:00Z",300,0,300
"VIDP","SUAA","2025-09-16T10:15:00Z","2025-09-17T07:47:00Z",360,0,360
"OSDI","EDDI","2025-09-17T02:17:00Z","2025-09-17T07:48:00Z",320,0,320
"LBSF","OPKC","2025-09-17T00:10:00Z","2025-09-17T07:49:00Z",340,0,340
"SBBR","LDZA","2025-09-16T18:15:00Z","2025-09-17T07:49:00Z",360,0,360
"EHAM","SKBO","2025-09-16T18:44:00Z","2025-09-17T07:51:00Z",300,0,300
"LDZA","LATI","2025-09-17T05:13:00Z","2025-09-17T07:51:00Z",320,0,320
"OAKB","SCEL","2025-09-16T09:26:00Z","2025-09-17T07:51:00Z",320,0,320
"OJAI","EKCH","2025-09-17T01:48:00Z","2025-09-17T07:51:00Z",300,0,300
"SEQM","SPIM","2025-09-17T04:10:00Z","2025-09-17T07:51:00Z",340,0,340
"SPIM","OJAI","2025-09-16T13:47:00Z","2025-09-17T07:51:00Z",360,0,360
"VIDP","SLLP","2025-09-16T09:31:00Z","2025-09-17T07:52:00Z",340,0,340
"EHAM","OJAI","2025-09-17T01:34:00Z","2025-09-17T07:53:00Z",300,0,300
"SPIM","OAKB","2025-09-16T10:01:00Z","2025-09-17T07:53:00Z",360,0,360
"SVMI","OYSN","2025-09-16T15:01:00Z","2025-09-17T07:53:00Z",360,0,360
"EBCI","SLLP","2025-09-16T17:09:00Z","2025-09-17T07:54:00Z",320,0,320
"SCEL","LDZA","2025-09-16T14:31:00Z","2025-09-17T07:55:00Z",320,0,320
"LBSF","SPIM","2025-09-16T15:12:00Z","2025-09-17T07:56:00Z",300,0,300
"EDDI","SABE","2025-09-16T15:08:00Z","2025-09-17T07:57:00Z",320,0,320
"OYSN","LOWW","2025-09-17T00:19:00Z","2025-09-17T07:57:00Z",340,0,340
"SKBO","SBBR","2025-09-17T01:22:00Z","2025-09-17T07:57:00Z",360,0,360
"EBCI","UMMS","2025-09-17T03:51:00Z","2025-09-17T07:58:00Z",300,0,300
"EDDI","SBBR","2025-09-16T18:08:00Z","2025-09-17T07:58:00Z",300,0,300
"LKPR","LATI","2025-09-17T04:37:00Z","2025-09-17T07:58:00Z",360,0,360
"SKBO","VIDP","2025-09-16T10:44:00Z","2025-09-17T07:58:00Z",320,0,320
"SCEL","OPKC","2025-09-16T10:12:00Z","2025-09-17T07:59:00Z",340,0,340
"SEQM","LOWW","2025-09-16T17:02:00Z","2025-09-17T07:59:00Z",340,0,340
"EHAM","SCEL","2025-09-16T16:05:00Z","2025-09-17T08:00:00Z",300,0,300
"LATI","UMMS","2025-09-17T05:08:00Z","2025-09-17T08:00:00Z",360,0,360
"OJAI","SKBO","2025-09-16T16:27:00Z","2025-09-17T08:00:00Z",360,0,360
"UMMS","OJAI","2025-09-17T03:51:00Z","2025-09-17T08:00:00Z",300,0,300
"OYSN","EBCI","2025-09-17T00:22:00Z","2025-09-17T08:01:00Z",300,0,300
"LDZA","OPKC","2025-09-17T00:36:00Z","2025-09-17T08:02:00Z",360,0,360
"UMMS","SKBO","2025-09-16T17:54:00Z","2025-09-17T08:02:00Z",360,0,360
"OJAI","OERK","2025-09-17T05:23:00Z","2025-09-17T08:03:00Z",320,0,320
"OOMS","SLLP","2025-09-16T12:02:00Z","2025-09-17T08:03:00Z",360,0,360
"SGAS","LOWW","2025-09-16T17:22:00Z","2025-09-17T08:03:00Z",340,0,340
"SEQM","SPIM","2025-09-17T05:23:00Z","2025-09-17T08:04:00Z",300,0,300
"UBBB","LDZA","2025-09-17T03:33:00Z","2025-09-17T08:05:00Z",300,0,300
"EBCI","OJAI","2025-09-17T02:55:00Z","2025-09-17T08:06:00Z",340,0,340
"EHAM","EBCI","2025-09-17T06:50:00Z","2025-09-17T08:06:00Z",340,0,340
"EHAM","OPKC","2025-09-16T23:27:00Z","2025-09-17T08:07:00Z",300,0,300
"OSDI","LOWW","2025-09-17T04:09:00Z","2025-09-17T08:07:00Z",360,0,360
"OSDI","UMMS","2025-09-17T04:13:00Z","2025-09-17T08:07:00Z",340,0,340
"OAKB","OERK","2025-09-17T03:01:00Z","2025-09-17T08:08:00Z",340,0,340
"OERK","EHAM","2025-09-17T01:13:00Z","2025-09-17T08:08:00Z",320,0,320
"SBBR","SCEL","2025-09-17T03:17:00Z","2025-09-17T08:08:00Z",340,0,340
"SLLP","OPKC","2025-09-16T11:57:00Z","2025-09-17T08:08:00Z",300,0,300
"OAKB","OSDI","2025-09-17T03:19:00Z","2025-09-17T08:09:00Z",340,0,340
"SLLP","OAKB","2025-09-16T11:55:00Z","2025-09-17T08:09:00Z",340,0,340
"VIDP","LKPR","2025-09-16T23:54:00Z","2025-09-17T08:09:00Z",360,0,360
"OERK","OMDB","2025-09-17T05:01:00Z","2025-09-17T08:10:00Z",340,0,340
"SKBO","EKCH","2025-09-16T19:22:00Z","2025-09-17T08:10:00Z",340,0,340
"LBSF","SUAA","2025-09-16T16:31:00Z","2025-09-17T08:11:00Z",300,0,300
"OAKB","UMMS","2025-09-17T02:21:00Z","2025-09-17T08:11:00Z",360,0,360
"LBSF","OJAI","2025-09-17T04:10:00Z","2025-09-17T08:12:00Z",360,0,360
"SGAS","SABE","2025-09-17T05:57:00Z","2025-09-17T08:12:00Z",360,0,360
"LDZA","EHAM","2025-09-17T05:45:00Z","2025-09-17T08:13:00Z",320,0,320
"SGAS","SPIM","2025-09-17T03:01:00Z","2025-09-17T08:13:00Z",340,0,340
"LBSF","SBBR","2025-09-16T18:14:00Z","2025-09-17T08:14:00Z",320,0,320
"SABE","OERK","2025-09-16T15:16:00Z","2025-09-17T08:15:00Z",340,0,340
"SVMI","OOMS","2025-09-16T14:01:00Z","2025-09-17T08:15:00Z",320,0,320
"EBCI","LOWW","2025-09-17T05:10:00Z","2025-09-17T08:18:00Z",320,0,320
"OSDI","OJAI","2025-09-17T06:00:00Z","2025-09-17T08:18:00Z",360,0,360
"LBSF","OSDI","2025-09-17T05:25:00Z","2025-09-17T08:19:00Z",320,0,320
"LOWW","OJAI","2025-09-17T03:12:00Z","2025-09-17T08:19:00Z",320,0,320
"UBBB","EDDI","2025-09-17T03:25:00Z","2025-09-17T08:19:00Z",340,0,340
"VIDP","OMDB","2025-09-17T04:33:00Z","2025-09-17T08:19:00Z",320,0,320
"SPIM","LATI","2025-09-16T16:01:00Z","2025-09-17T08:20:00Z",360,0,360
"EHAM","LDZA","2025-09-17T05:54:00Z","2025-09-17T08:22:00Z",360,0,360
"OYSN","OSDI","2025-09-17T04:40:00Z","2025-09-17T08:22:00Z",360,0,360
"OAKB","OMDB","2025-09-17T04:17:00Z","2025-09-17T08:23:00Z",360,0,360
"OYSN","UBBB","2025-09-17T03:49:00Z","2025-09-17T08:23:00Z",360,0,360
"SABE","SBBR","2025-09-17T04:24:00Z","2025-09-17T08:23:00Z",320,0,320
"EKCH","OSDI","2025-09-17T03:32:00Z","2025-09-17T08:24:00Z",300,0,300
"SGAS","OYSN","2025-09-16T16:34:00Z","2025-09-17T08:24:00Z",320,0,320
"UBBB","SABE","2025-09-16T13:06:00Z","2025-09-17T08:24:00Z",360,0,360
"UMMS","EDDI","2025-09-17T05:08:00Z","2025-09-17T08:24:00Z",300,0,300
"LKPR","SEQM","2025-09-16T18:39:00Z","2025-09-17T08:25:00Z",360,0,360
"SABE","SGAS","2025-09-17T05:10:00Z","2025-09-17T08:25:00Z",340,0,340
"EHAM","EKCH","2025-09-17T06:39:00Z","2025-09-17T08:26:00Z",340,0,340
"LATI","OPKC","2025-09-17T00:23:00Z","2025-09-17T08:26:00Z",300,0,300
"LOWW","SUAA","2025-09-16T16:52:00Z","2025-09-17T08:26:00Z",320,0,320
"VIDP","EHAM","2025-09-16T22:19:00Z","2025-09-17T08:26:00Z",300,0,300
"LDZA","OERK","2025-09-17T02:59:00Z","2025-09-17T08:28:00Z",320,0,320
"OSDI","SVMI","2025-09-16T17:16:00Z","2025-09-17T08:28:00Z",360,0,360
"SBBR","LDZA","2025-09-16T19:54:00Z","2025-09-17T08:28:00Z",320,0,320
"VIDP","OPKC","2025-09-17T05:06:00Z","2025-09-17T08:28:00Z",340,0,340
"EDDI","LKPR","2025-09-17T06:12:00Z","2025-09-17T08:29:00Z",320,0,320
"SABE","EDDI","2025-09-16T16:40:00Z","2025-09-17T08:29:00Z",320,0,320
"SPIM","OSDI","2025-09-16T14:18:00Z","2025-09-17T08:29:00Z",300,0,300
"SABE","EKCH","2025-09-16T16:31:00Z","2025-09-17T08:30:00Z",360,0,360
"SLLP","EHAM","2025-09-16T18:39:00Z","2025-09-17T08:31:00Z",340,0,340
"SABE","SKBO","2025-09-17T01:50:00Z","2025-09-17T08:33:00Z",320,0,320
"OOMS","SABE","2025-09-16T13:17:00Z","2025-09-17T08:34:00Z",300,0,300
"SGAS","SUAA","2025-09-17T05:19:00Z","2025-09-17T08:34:00Z",320,0,320
"LKPR","LBSF","2025-09-17T05:10:00Z","2025-09-17T08:35:00Z",360,0,360
"OYSN","LBSF","2025-09-17T02:03:00Z","2025-09-17T08:35:00Z",340,0,340
